Aka_Gunduz_Kutbay/Ask/1-01_Segah_Taksim.mp3	c67057f5-26b5-4644-8fea-28c12cfdbfd3	Segh Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-02_Ferahfeza_Bas_Taksim_(ayinden).mp3	70d93215-424f-40ba-8810-e9a7e5b2d8b6	Ferahfez Ba Taksim (yinden)	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-03_Acem-Asiran_Musterek_Taksim.mp3	efc29453-c759-4dac-b610-17e4494ab0f6	Acem-Arn Mterek Taksim	Aka Gndz Kutbay, Doan Ergin & Fahrettin imenli	Ak
Aka_Gunduz_Kutbay/Ask/1-04_Saba_Musterek_Taksim.mp3	5efa18e0-5565-4b11-b2b0-62ad8c264bd5	Sab Mterek Taksim	Aka Gndz Kutbay & Doan Ergin	Ak
Aka_Gunduz_Kutbay/Ask/1-05_Saba_Pesrev.mp3	0f0e4bc3-67f9-4727-818b-983320e897cb	Sab Perev	Aka Gndz Kutbay, Doan Ergin & Fahrettin imenli	Ak
Aka_Gunduz_Kutbay/Ask/1-06_Saba_Seyir.mp3	c23cb44b-3af9-483f-99eb-87b71f0a46c1	Sab Seyir	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-07_Hicaz__Saba__Ferahfeza_Taksim.mp3	bdc85416-7278-4f0f-b7a8-7626e25c79aa	Hicz ~ Sab ~ Ferahfez Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-08_Mustear_Taksim.mp3	bc2414f0-2ec0-45b6-bc21-79f4791d7b51	Mster Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-09_Rast_Seyir.mp3	d02ddb90-31bf-44c4-af8c-dc2f32d3b057	Rast Seyir	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-10_Huseyniden_Isfahana_Gecis_Taksimi.mp3	cf208b8b-710b-4cea-a722-6315aad2e981	Hseyn'den Isfahn'a Gei Taksimi	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-11_Buselik-Asiran_Taksim.mp3	2af4ae6a-1b1f-4efb-98c9-5cc32ca0e227	Bselik-Arn Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-12_Bayati_Taksim.mp3	1931cca6-5d64-4b54-b0ca-87ddc57b5008	Bayt Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-13_Saba_Taksim.mp3	f26980c0-251d-4bc0-a533-f9dc1b5382e4	Sab Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-14_Saba__Ferahfeza__Rast_Taksim.mp3	e0052988-cfb3-4b20-862b-659a0622bf8b	Sab ~ Ferahfez ~ Rast Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-15_Huzzamdan_Segaha_Gecis_Taksimi.mp3	ba3d988e-3987-4f9c-8a26-475e7759be27	Hzzm'dan Segh'a Gei Taksimi	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-16_Musteardan_Ussaka_Gecis_Taksimi.mp3	c9050b0d-7065-447c-b7a3-79119092b810	Mster'dan Uk'a Gei Taksimi	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/1-17_Saba_Bas_Taksim_(ayinden).mp3	68251fbb-f1e3-4ee3-b456-0c2049ece51c	Sab Ba Taksim (yinden)	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/2-01_Pencgah_Bas_Taksim_(ayinden).mp3	126c1231-3502-4524-a675-3b2b3eacaa52	Pengh Ba Taksim (yinden)	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/2-02_Segah_Taksim.mp3	f29a250c-fbf4-42c6-8de7-3afcfb171dc3	Segh Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/2-03_Hicaz_Pesrev.mp3	a9021077-8d17-4319-b34c-b475c7a6c3fa	Hicaz Perev	Aka Gndz Kutbay & Necdet Yaar	Ak
Aka_Gunduz_Kutbay/Ask/2-04_Hicaz_Taksim.mp3	5d5da698-7ef6-474e-9275-a00cdc6876d9	Hicz Taksim	Aka Gndz Kutbay	Ak
Aka_Gunduz_Kutbay/Ask/2-05_Muhayyer-Sunbule_Taksim.mp3	16b3356d-a704-4232-86c6-7ad7267f5518	Muhayyer-Snble Taksim	Aka Gndz Kutbay	Ak
