Ajoy_Chakraborty/Ragamala/1_01_Mere_Maname_Baso_Ram_Abhiram_Puran_Ho_Sab_Kaam.mp3	950c9b6a-53e6-43e2-9339-82ba49ade152	Mere Maname Baso Ram Abhiram Puran Ho Sab Kaam	Ajoy Chakraborty	Ragamala
Ajoy_Chakraborty/Ragamala/1_02_Sur_Sur_Se_Sadh_Le_Rasika_Sabada_Salone_Laya_Tala_Surana.mp3	2e399218-6978-47ef-ad3f-c7eca6dad81b	Sur Sur Se Sadh Le Rasika Sabada Salone Laya Tala Surana	Ajoy Chakraborty	Ragamala
Ajoy_Chakraborty/Ragamala/1_04_Tori_Tirchi_Najaria_Ke_Baan_Karajwa_Mein_Laage.mp3	d0c5220e-7a69-4a35-93cf-ca4cd62a9461	Tori Tirchi Najaria Ke Baan Karajwa Mein Laage	Ajoy Chakraborty	Ragamala
Ajoy_Chakraborty/Ragamala/1_03_Bhavani_Dayani_Maha_Vakyavani.mp3	842df58e-b16f-4853-8201-dee522f45483	Bhavani Dayani Maha Vakyavani	Ajoy Chakraborty	Ragamala
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/1_01_Raga___Ahir_Lalit.mp3	2a77cc28-88f7-415f-a099-d5efdbe7004b	Raga   Ahir Lalit	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/1_02_Raga___Bilaskhani_Todi.mp3	d7510269-b26c-4735-a491-245f3c732a58	Raga   Bilaskhani Todi	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/1_03_Raga___Bageshree.mp3	186b62f6-3073-4817-a075-439cad73305c	Raga   Bageshree	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/2_01_Raga___Yaman.mp3	e59642ca-72bc-466b-bf4b-d82bfbc7b4af	Raga   Yaman	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/2_02_Raga____Kalavati.mp3	88427a4b-e66e-4464-b422-f17dc460b1f3	Raga    Kalavati	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/2_03_Raga___Adana.mp3	0da4c72a-4901-4d21-be5d-bf36647f0f8f	Raga   Adana	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/2_04_Raga___Mishra_Mand.mp3	c25577bf-04d9-49a3-a5a6-b8876d112a93	Raga   Mishra Mand	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/3_01_Raga___Jaunpuri.mp3	43d3cb6f-ac06-4cf7-8676-4b334e9f4606	Raga   Jaunpuri	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/3_02_Mishra_Kafi_Thumri.mp3	0214f94c-31bc-4b71-bae5-0ade09325436	Mishra Kafi Thumri	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/3_03_Mishra_Khamaj_Thumri.mp3	1a865291-0aa7-4226-a974-090516d73d14	Mishra Khamaj Thumri	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/3_04_Desh_Thumri.mp3	01e58059-7957-4d18-bf5f-de6596351ee3	Desh Thumri	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/3_05_Pilu_Dadra.mp3	d418313f-d6a1-4ad6-b2e0-70dbdfc3fcb1	Pilu Dadra	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/3_06_Thumri_Sohoni.mp3	a329b78b-72c9-486a-9f3b-2eca25ee3a5e	Thumri Sohoni	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Ajoy_Chakraborty/The_Genius_Of_Pt__Ajoy_Chakraborty/3_07_Mishra_Bhairavi_Dadra.mp3	fdf7f899-df26-49ce-ae17-e8e81074bbb9	Mishra Bhairavi Dadra	Ajoy Chakraborty	The Genius Of Pt. Ajoy Chakraborty
Bhimsen_Joshi/Shraddhanjali/2_03_Raga_Kalashree.mp3	a8b0d70f-4f08-40cd-b0c5-05926f0ba462	Raga Kalashree	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/1_02_Raga_Lalit_Bhatiyar.mp3	57c47d41-e2e9-4ac5-a9de-496d4c491082	Raga Lalit Bhatiyar	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/1_01_Raga_Komal_Rishabh_Asavari_Todi.mp3	5c0fec0a-094e-471b-aa83-1f8e6ee3d274	Raga Komal Rishabh Asavari Todi	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/1_04_Raga_Pooriya.mp3	b89ad07e-cc96-429e-8197-fb86e06d7ad9	Raga Pooriya	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/2_02_Raga_Marwashri.mp3	8296a249-801d-40ad-942b-91869978fcf2	Raga Marwashri	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/3_05_Raga_Bhairavi.mp3	6f2ff6eb-92a4-4125-ad9b-f02cffd3d62a	Raga Bhairavi	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/3_01_Raga_Lalat.mp3	d88f2c34-6f93-48b2-9910-e4a8a35aedbb	Raga Lalat	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/2_01_Raga_Brindavani_Sarang.mp3	93168ebf-beb1-42b5-b67b-429f870ec6b2	Raga Brindavani Sarang	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/3_03_Raga_Puriya_Dhanashri.mp3	62d572bc-f693-4378-b22c-03879b78ff0a	Raga Puriya Dhanashri	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/2_04_Raga_Jogia.mp3	13ee516e-de20-4770-9643-86f4f1adf8fa	Raga Jogia	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/1_03_Raga_Gaud_Sarang.mp3	fa61b3ec-f0cc-4ff8-9b8b-498f88d6cf6a	Raga Gaud Sarang	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/3_02_Raga_Miyan_Ki_Todi.mp3	ad5409bc-fa5d-48ca-adf1-c753c2f53717	Raga Miyan Ki Todi	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Shraddhanjali/3_04_Thumri_Taal_Dadra.mp3	63266e48-0a3c-4756-b2bf-eb2d20902eee	Thumri Taal Dadra	Bhimsen Joshi	Shraddhanjali
Bhimsen_Joshi/Classical_Wonders_Of_India/1_01_Raga_Shudh_Maaru.mp3	f0c0c995-012e-458a-baae-6c03ea7a598a	Raga Shudh Maaru	Bhimsen Joshi	Classical Wonders Of India
Bhimsen_Joshi/Classical_Wonders_Of_India/1_03_Raga_Basant.mp3	5b640af5-26f6-4a02-81e5-d28cd01e9149	Raga Basant	Bhimsen Joshi	Classical Wonders Of India
Bhimsen_Joshi/Classical_Wonders_Of_India/1_02_Raga_Saavani.mp3	b79929aa-6dc9-4bdb-bfb1-f0c40dcbf7ea	Raga Saavani	Bhimsen Joshi	Classical Wonders Of India
Bhimsen_Joshi/Swar_Shikhar/1_01_Raag_Marubihag.mp3	fe91ccb2-499a-4d99-be22-3fdde04ee9aa	Raag Marubihag	Bhimsen Joshi	Swar Shikhar
Bhimsen_Joshi/Swar_Shikhar/1_02_Thumri_-_Soch_Samajho_Nadan.mp3	828b222a-3dec-46cc-bc29-77513bee1ce4	Thumri - Soch Samajho Nadan	Bhimsen Joshi	Swar Shikhar
Bhimsen_Joshi/Swar_Shikhar/1_03_Bhajan_-_Jo_Bhaje_Hari_Ko_Sada.mp3	9032e2e7-be97-4fc7-9e5a-2dfac86584f3	Bhajan - Jo Bhaje Hari Ko Sada	Bhimsen Joshi	Swar Shikhar
Gundecha_Brothers/A_Tribute_To_Tansen/1_07_Raga_Bhairav_-_Saghan_Ban_Chhayo.mp3	8cd7367e-8ae9-4135-b4cd-1ed05b5c64b9	Raga Bhairav - Saghan Ban Chhayo	Gundecha Brothers	A Tribute To Tansen
Gundecha_Brothers/A_Tribute_To_Tansen/1_06_Raga_Suha_-_Shubh_Mahurat_Subh_Ghadi_Din.mp3	74a866cf-4ec7-47bb-817d-6d4d990951ec	Raga Suha - Shubh Mahurat Subh Ghadi Din	Gundecha Brothers	A Tribute To Tansen
Gundecha_Brothers/A_Tribute_To_Tansen/1_04_Raga_Gurjari_Todi_-_Tero_Bal_Pratap.mp3	6e922c43-cf72-46b2-9f40-efde24c5de13	Raga Gurjari Todi - Tero Bal Pratap	Gundecha Brothers	A Tribute To Tansen
Gundecha_Brothers/A_Tribute_To_Tansen/1_01_Raga_Malkauns_-_Poojan_Chali_Mahadev.mp3	9b01c16f-0e27-446b-b927-15a912b2f862	Raga Malkauns - Poojan Chali Mahadev	Gundecha Brothers	A Tribute To Tansen
Gundecha_Brothers/A_Tribute_To_Tansen/1_02_Raga_Bihag_-_Mahakaal_Mahadev.mp3	7344b268-741a-444f-81ed-f7c89fefe020	Raga Bihag - Mahakaal Mahadev	Gundecha Brothers	A Tribute To Tansen
Gundecha_Brothers/A_Tribute_To_Tansen/1_03_Raga_Madhmad_Sarang_-_Tum_Rab_Tum_Saheb_Tum_Hi_Kartar.mp3	e297ca60-88be-4beb-a5a4-3dc82dcee27e	Raga Madhmad Sarang - Tum Rab, Tum Saheb, Tum Hi Kartar	Gundecha Brothers	A Tribute To Tansen
Gundecha_Brothers/A_Tribute_To_Tansen/1_05_Raga_Megh_-_Prabal_Dal_Saaj_Jag.mp3	90901e54-9c37-476d-8a71-541725efa852	Raga Megh - Prabal Dal Saaj Jag	Gundecha Brothers	A Tribute To Tansen
Gundecha_Brothers/Ancestral_Voices/1_02_Raga_Yaman_-_Pratham_Shareer_Gyaan_Dhrupad_Chautaal.mp3	5e36d2fc-cddf-4fc2-b336-be537764dbd5	Raga Yaman - Pratham Shareer Gyaan, Dhrupad Chautaal	Gundecha Brothers	Ancestral Voices
