Ravi Shankar	[u'http://en.wikipedia.org/wiki/Ravi%20Shankar', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20%28spiritual%20leader%29', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20Prasad', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20%28poet%29', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20Vyas', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20Sharma', u'http://en.wikipedia.org/wiki/Ravi%20Shankaran', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20%28cartoonist%29', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20Shukla', u'http://en.wikipedia.org/wiki/Ravi%20Shankar%20discography']
Rıfat Bey	[]
Reşat Özpirinççi	[]
Refik Fersan Bey	[]
Refik Tal'ât Alpman	[]
Rudrapatnam S. Ramakanth	[]
Ruhi Ayangil, Ahmet Şahin, Derya Türkan, Özer Özel, Serdar Bişiren	[]
S Karthick	[]
S Venkataraman	[]
S. D. Sridhar	[]
S. Ramanathan	[u'http://en.wikipedia.org/wiki/S.%20Ramanathan']
S. V. Raghuraman	[]
S.V.S. Narayanan	[]
Saïd Chraïbi	[]
Sabahattin Ali	[u'http://en.wikipedia.org/wiki/Sabahattin%20Ali']
Sadık Atay	[]
Sadettin Öktenay	[]
Sadi Işılay	[]
Sait Büyükçınar	[]
Sajan Mishra	[]
Salih Korkmaz	[]
Sanjay Subrahmanyan	[u'http://en.wikipedia.org/wiki/Sanjay%20Subrahmanyan']
Sanjeev Abhyankar	[u'http://en.wikipedia.org/wiki/Sanjeev%20Abhyankar']
Sarvar Sabri	[]
Sâdettin Kaynak	[u'http://en.wikipedia.org/wiki/Sadettin%20Kaynak']
Sâdi Hoşses	[]
Süheyla Eren	[]
Süleyman Çelebi	[u'http://en.wikipedia.org/wiki/S%C3%BCleyman%20%C3%87elebi']
Süleyman Taşpınarlı	[]
Seda Gülbeyaz	[]
Selahattin İnal	[]
Selami Şahin	[]
Selanikli Ahmet Bey	[]
Selim Güler	[]
Semmangudi Srinivasa Iyer	[u'http://en.wikipedia.org/wiki/Semmangudi%20Srinivasa%20Iyer']
Sermet Kutluğ	[]
Seyhan Çelik	[]
Seyhan Girginer	[]
Sezen Aksu	[u'http://en.wikipedia.org/wiki/Sezen%20Aksu', u'http://en.wikipedia.org/wiki/Sezen%20Aksu%20discography']
Shashank	[u'http://en.wikipedia.org/wiki/Shashank', u'http://en.wikipedia.org/wiki/Shashanka', u'http://en.wikipedia.org/wiki/Shashank%20Subramanyam', u'http://en.wikipedia.org/wiki/Shashanka%20Ghosh', u'http://en.wikipedia.org/wiki/Shashank%20%28actor%29', u'http://en.wikipedia.org/wiki/Shashank%20%28director%29', u'http://en.wikipedia.org/wiki/Shashank%20Shende', u'http://en.wikipedia.org/wiki/Shashank%20Manohar', u'http://en.wikipedia.org/wiki/Shashanka%20Koirala', u'http://en.wikipedia.org/wiki/Shashank%20%28diplomat%29']
Shashikant Mulay	[]
Shivkumar Sharma	[u'http://en.wikipedia.org/wiki/Shivkumar%20Sharma']
Sikkil Mala Chandrasekhar	[]
Sowmya	[u'http://en.wikipedia.org/wiki/Sowmya', u'http://en.wikipedia.org/wiki/Sowmya%20Raoh']
Suat Sayın	[]
Subbaraya Sastry	[]
Subhash Kamat	[]
Subramanya Bharati	[]
Sucheta Kelkar	[]
Sudha Ragunathan	[u'http://en.wikipedia.org/wiki/Sudha%20Ragunathan']
Suhail Yusuf Khan	[]
Sultan I. Mahmud	[]
Sultan III. Selim	[]
Sultan IV. Murad	[]
Sultan Khan	[u'http://en.wikipedia.org/wiki/Sultan%20Khan', u'http://en.wikipedia.org/wiki/Sultan%20Khan%20%28musician%29']
Swathi Thirunal	[u'http://en.wikipedia.org/wiki/Swathi%20Thirunal%20Rama%20Varma', u'http://en.wikipedia.org/wiki/Swathi%20Thirunal%20%28film%29', u'http://en.wikipedia.org/wiki/Swathi%20Thirunal%20College%20of%20Music']
Syama Sastri	[u'http://en.wikipedia.org/wiki/Syama%20Sastri']
T. Brinda & T. Mukta	[]
T. K. Murthy	[u'http://en.wikipedia.org/wiki/T.%20K.%20Murthy']
T. M. Krishna	[u'http://en.wikipedia.org/wiki/T.%20M.%20Krishna']
T. N. Seshagopalan	[u'http://en.wikipedia.org/wiki/T.%20N.%20Seshagopalan']
T. Rukmini	[]
T. V. Gopala Krishnan	[]
T.N. Krishnan	[u'http://en.wikipedia.org/wiki/T.%20N.%20Krishnan']
Tahir Mukim	[]
Tanbûrî Büyük Osman Bey	[u'http://en.wikipedia.org/wiki/Tanburi%20B%C3%BCy%C3%BCk%20Osman%20Bey']
Tanburi Ali Efendi	[u'http://en.wikipedia.org/wiki/Tanburi%20Ali%20Efendi']
Tanburi İsak Efendi	[]
Tanburi Cemil Bey	[u'http://en.wikipedia.org/wiki/Tanburi%20Cemil%20Bey']
Taner Şener	[]
Taner Demiralp	[]
Taner Sayacıoğlu	[]
Tanju Erol	[]
Tateos Eñserciyan	[]
Thetakudi Harihara Vinayakram	[u'http://en.wikipedia.org/wiki/Thetakudi%20Harihara%20Vinayakram']
Tirupathi Narayanaswamy	[]
Tunç Kemal	[]
Turhan Öge	[]
Turhan Taşan	[u'http://en.wikipedia.org/wiki/Turhan%20Ta%C5%9Fan']
Udi Nevres Bey	[]
Udi Yorgo Bacanos	[]
Umakant Gundecha	[]
Umayalpuram K. Sivaraman	[u'http://en.wikipedia.org/wiki/Umayalpuram%20K.%20Sivaraman']
Ustad Nasir Faiyazuddin Dagar	[]
Ustad Nasir Zahiruddin Dagar	[]
Ustad Sabri Khan	[u'http://en.wikipedia.org/wiki/Ustad%20Sabri%20Khan']
V Nagarajan	[]
V. M. Subramaniam	[]
V. T. Swami	[]
Vannadil Pudiyaveettil Dhananjayan	[]
Various Artists	[u'http://en.wikipedia.org/wiki/Various%20Artists', u'http://en.wikipedia.org/wiki/Various%20Artists%20%E2%80%93%20Archives%20Vol.%204']
Vasant Achrekar	[]
Veena Sahasrabuddhe	[u'http://en.wikipedia.org/wiki/Veena%20Sahasrabuddhe']
Vellore Ramabhadran	[]
Vijay Ghate	[u'http://en.wikipedia.org/wiki/Vijay%20Ghate']
Volkan Yılmaz	[]
Vyasa Raya	[]
Wasifuddin Dagar	[u'http://en.wikipedia.org/wiki/Wasifuddin%20Dagar']
Yahya Berekay	[]
Yahya Geylan	[]
Yahya Kemal Beyatlı	[u'http://en.wikipedia.org/wiki/Yahya%20Kemal%20Beyatl%C4%B1']
Yesârî Âsım Arsoy	[]
Yogesh Samsi	[u'http://en.wikipedia.org/wiki/Yogesh%20Samsi']
Yunus Emre	[u'http://en.wikipedia.org/wiki/Yunus%20Emre']
Yurdal Tokcan	[]
Yusuf Nalkesen	[]
Zakir Hussain	[u'http://en.wikipedia.org/wiki/Zakir%20Hussain', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20%28musician%29', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20%28politician%29', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20%28actor%29', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20Rose%20Garden', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20College%20of%20Engineering%20and%20Technology', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20College', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20%28Pakistani%20cricketer%29', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20%28Assam%20cricketer%29', u'http://en.wikipedia.org/wiki/Zakir%20Hussain%20Hall']
Zülfü Livaneli	[u'http://en.wikipedia.org/wiki/Z%C3%BClf%C3%BC%20Livaneli']
Zekai Süer	[]
Zekai Tunca	[]
Zeki Ârif Ataergin	[]
Zeki Müren	[u'http://en.wikipedia.org/wiki/Zeki%20M%C3%BCren']
Ziya Taşkent	[]
Zuhal Eğilmez	[]
Zurnazenbaşı İbrahim Ağa	[]
[anonymous]	[u'http://en.wikipedia.org/wiki/Anonymous', u'http://en.wikipedia.org/wiki/Anonymous%20%28group%29', u'http://en.wikipedia.org/wiki/Anonymous%20peer%20review', u'http://en.wikipedia.org/wiki/Anonymous%20work', u'http://en.wikipedia.org/wiki/Anonymously', u'http://en.wikipedia.org/wiki/Anonymous%20function', u'http://en.wikipedia.org/wiki/Anonymous%20P2P', u'http://en.wikipedia.org/wiki/Anonymous%20%28film%29', u'http://en.wikipedia.org/wiki/Anonymous%20mailer', u'http://en.wikipedia.org/wiki/Anonymous%20class']
